show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,day_added,month_added,year_added,duration_minutes,duration_tvshows,content_age
80161109,Movie,Louis C.K. 2017,Louis C.K.,Louis C.K.,United States,2017-04-04,2017,No Rating,74 min,Movies,"Louis C.K. muses on religion, eternal love, giving dogs drugs, email fights, teachers and more in a live performance from Washington, D.C.",4,4,2017,74.0,0.0,8
81029737,Movie,A Home with A View,Herman Yau,Francis Chun-Yu Ng,Hong Kong,2019-04-30,2019,TV-MA,92 min,Comedies,"When a neighbor blocks their view of the city with a commercial billboard, a Hong Kong family resorts to drastic, imaginative measures to take it down.",30,4,2019,92.0,0.0,6
81072852,TV Show,Angel 'N' Devil,No Director,Simon Lian,Taiwan,2019-04-30,2014,TV-14,1 Season,International TV Shows,"In a world known as the Copper Dimension, a group of high-school girls fights against dark forces – and their own inner demons.",30,4,2019,0.0,1.0,11
80227677,Movie,Anthony Jeselnik: Fire in the Maternity Ward,Marcus Raboy,Anthony Jeselnik,United States,2019-04-30,2019,TV-MA,64 min,Stand-Up Comedy,"Forging his own comedic boundaries, Anthony Jeselnik revels in getting away with saying things others can't in this stand-up special shot in New York.",30,4,2019,64.0,0.0,6
81050394,TV Show,Hong Kong West Side Stories,No Director,Louis Cheung,Hong Kong,2019-04-30,2018,TV-MA,1 Season,International TV Shows,"The intimate lives of young men and women from Hong Kong are linked by loosely connected stories about love, lust, separation and deceit.",30,4,2019,0.0,1.0,7
80992853,TV Show,Ingress: The Animation,No Director,Yoshiki Nakajima,Japan,2019-04-30,2018,TV-MA,1 Season,Anime Series,"After scientists discover a mysterious substance that can influence human minds, two factions wage an all-out battle to control its awesome power.",30,4,2019,0.0,1.0,7
81072951,TV Show,K.O. One Re-act,No Director,Jiro Wang,Taiwan,2019-04-30,2013,TV-14,1 Season,International TV Shows,"As a guardian of space-time order, 28-year-old Wang Dadong returns to Bale High School to investigate an anomaly and clashes with King.",30,4,2019,0.0,1.0,12
81072752,TV Show,K.O.3an Guo,No Director,George Hu,Taiwan,2019-04-30,2009,TV-14,1 Season,International TV Shows,"In the Silver Dimension, Liu Bei, Guan Yu and Zhang Fei plan to enroll in an elite academy as sworn brothers, but KO One visitors derail the plan.",30,4,2019,0.0,1.0,16
81072919,TV Show,KO One Return,No Director,Jiro Wang,Taiwan,2019-04-30,2012,TV-14,1 Season,International TV Shows,"A time quake propels Wang Dadong into the future, where he encounters a classmate named King who presides over the KO One.",30,4,2019,0.0,1.0,13
81092327,Movie,Perfect Bid: The Contestant Who Knew Too Much,C.J. Wallis,Theodore Slauson,Canada,2019-04-30,2017,TV-MA,72 min,Documentaries,"A ""Price Is Right"" superfan brings a bit of scandal to the long-running show by figuring out the answers to the questions before they're asked.",30,4,2019,72.0,0.0,8
81072883,TV Show,The Outsiders,No Director,Dylan Kuo,Taiwan,2019-04-30,2004,TV-MA,1 Season,Crime TV Shows,A trio of delinquent brothers fends off neighborhood rivals until one joins a gang to gain protection for the upper-class girl he loves.,30,4,2019,0.0,1.0,21
80231066,Movie,Babam ve Oğlum,Çagan Irmak,Çetin Tekindor,Turkey,2018-04-30,2005,TV-14,112 min,Dramas,"Following Turkey's bloody coup of 1980, a widowed reporter returns to his Aegean hometown, bringing his son and a last wish for his estranged father.",30,4,2018,112.0,0.0,20
80217848,TV Show,Black Crows,No Director,Rashed Al Shamrani,Saudi Arabia,2018-04-30,2017,TV-MA,1 Season,International TV Shows,"This drama portrays women and kids living under the Islamic State group: a Yazidi slave, an undercover reporter, a recruited mom and child snipers.",30,4,2018,0.0,1.0,8
80175333,Movie,Running Shaadi,Amit Roy,Amit Sadh,India,2018-04-30,2017,TV-14,115 min,Comedies,"A Bihari migrant runs a successful service to help couples elope, until the daughter of his former boss stirs the pot.",30,4,2018,115.0,0.0,8
80198419,Movie,The Price of Success,Teddy Lussi-Modeste,Tahar Rahim,France,2018-04-30,2017,TV-MA,92 min,Dramas,"Struggling to balance family ties and a career, a rising comedian of Parisian banlieue roots learns the true price of fame.",30,4,2018,92.0,0.0,8
70130142,Movie,14 Blades,Daniel Lee,Donnie Yen,Hong Kong,2019-04-03,2010,R,113 min,Action & Adventure,"In the age of the Ming Dynasty, Quinglong is the best of the Jinyiwei, an elite assassin squad made up of highly trained former street urchins. When evil eunuch Jia unseats the emperor, Quinglong is called to action but is quickly betrayed.",3,4,2019,113.0,0.0,15
81026008,Movie,Ricardo Quevedo: Los amargados somos más,Fernando Ayllón,Ricardo Quevedo,No Country,2019-04-03,2019,TV-MA,59 min,Stand-Up Comedy,"From how social media can ruin relationships to the perils of buying a gift for a woman, comic Ricardo Quevedo dissects life's trials and tribulations.",3,4,2019,59.0,0.0,6
81062674,Movie,Suzzanna: Buried Alive,Rocky Soraya,Luna Maya,Indonesia,2019-04-03,2018,TV-MA,126 min,Horror Movies,"After a pregnant woman is murdered, her spirit seeks revenge against her increasingly terrified killers, who are determined to finish her off for good.",3,4,2019,126.0,0.0,7
81049578,TV Show,Tango,No Director,Bassel Khayyat,Lebanon,2019-04-03,2018,TV-14,1 Season,International TV Shows,Shocking secrets begin to unravel when the aftermath of a car crash leaves four best friends questioning the truth of their relationships.,3,4,2019,0.0,1.0,7
80217689,Movie,Fary Is the New Black,Kader Aoun,Fary,France,2018-04-03,2018,TV-MA,75 min,Stand-Up Comedy,"Armed with sly wit, a fresh outlook and plenty of style, French comedy star Fary veers from dating to stereotypes and beyond in this exclusive special.",3,4,2018,75.0,0.0,7
80235025,Movie,Honey: Rise Up and Dance,Bille Woodruff,Teyana Taylor,United States,2018-04-03,2018,PG-13,100 min,Dramas,"Despite discouragement from her loved ones, a talented street dancer tries out for an exclusive dance crew in a bid to win a college scholarship.",3,4,2018,100.0,0.0,7
80164904,Movie,Ittefaq,Abhay Chopra,Sidharth Malhotra,India,2018-04-03,2017,TV-14,105 min,Dramas,"A homemaker and a writer are prime suspects – and the only witnesses – in a double murder, and it’s up to one detective to uncover the elusive truth.",3,4,2018,105.0,0.0,8
81015498,Movie,Burning,Lee Chang-dong,Yoo Ah-in,South Korea,2019-04-29,2018,TV-MA,148 min,Dramas,An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.,29,4,2019,148.0,0.0,7
80157889,Movie,CRD,Kranti Kanade,Mrinmayee Godbole,India,2019-04-29,2016,TV-MA,110 min,Comedies,"At odds with his radical instructor's ruthless methods, a drama student assembles his own troupe of misfit actors ahead of a prestigious competition.",29,4,2019,110.0,0.0,9
81094082,Movie,Teen Aur Aadha,Dar Gai,Zoya Hussain,India,2019-04-29,2018,TV-MA,119 min,Dramas,"At a 50-year-old house that served as a school, a brothel, and now a home, tales unfold of the residents who have lived there, longing for an escape.",29,4,2019,119.0,0.0,7
80048940,Movie,Special Correspondents,Ricky Gervais,Eric Bana,Canada,2016-04-29,2016,TV-MA,101 min,Comedies,"When they lose their passports, a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated.",29,4,2016,101.0,0.0,9
80044093,Movie,Team Foxcatcher,Jon Greenhalgh,No Cast,United States,2016-04-29,2016,TV-14,91 min,Documentaries,"With never-before seen home video, this film recounts the paranoid downward spiral of John E. du Pont and the murder of Olympic wrestler Dave Schultz.",29,4,2016,91.0,0.0,9
80161826,Movie,2015 Dream Concert,No Director,4Minute,South Korea,2017-04-28,2015,TV-PG,107 min,International Movies,"The world's biggest K-pop festival marked its 21st year in 2015, with groups such as EXO, 4Minute and SHINee electrifying the Seoul World Cup Stadium.",28,4,2017,107.0,0.0,10
80044562,Movie,A Murder in the Park,Christopher S. Rech,No Cast,United States,2017-04-28,2014,PG-13,91 min,Documentaries,"This documentary excoriates a noted anti-death-penalty activist and his team, whose questionable methods got a convicted killer freed in 1999.",28,4,2017,91.0,0.0,11
80142316,Movie,Casting JonBenet,Kitty Green,No Cast,United States,2017-04-28,2017,TV-14,81 min,Documentaries,Local actors from JonBenet Ramsey's hometown offer multiple perspectives on her 1996 murder as they vie to play roles in a dramatization of the case.,28,4,2017,81.0,0.0,8
80162136,TV Show,Jumping Girl,No Director,Luna,South Korea,2017-04-28,2015,TV-14,1 Season,International TV Shows,"Sang-ah would do anything to shield pop star Ah-shin from rabid fans. But after an act of protection gone wrong, it looks like she's the crazy one.",28,4,2017,0.0,1.0,10
80154638,TV Show,President,No Director,Su-jong Choi,South Korea,2017-04-28,2010,TV-14,1 Season,International TV Shows,"An ambitious, talented politician embarks on an intense journey toward winning the presidency while juggling his complicated family affairs.",28,4,2017,0.0,1.0,15
80128715,Movie,Rodney King,Spike Lee,Roger Guenveur Smith,United States,2017-04-28,2017,TV-MA,53 min,Dramas,Roger Guenveur Smith gives voice to the man at the center of the brutal police beating that helped fuel the 1992 LA riots. Spike Lee directs.,28,4,2017,53.0,0.0,8
80164212,Movie,Small Crimes,Evan Katz,Nikolaj Coster-Waldau,Canada,2017-04-28,2017,TV-MA,95 min,Dramas,"After serving a six-year prison sentence, an ex-cop tries to rebuild his life in his hometown, but gets caught up in the fallout from his past.",28,4,2017,95.0,0.0,8
80162131,TV Show,What in the World Happened?,No Director,Eun-mi Go,No Country,2017-04-28,2015,TV-14,1 Season,International TV Shows,A happy secret romance between a 40-year-old woman and a 25-year-old man is complicated after a greeting card grants her wish to be young again.,28,4,2017,0.0,1.0,10
70298341,TV Show,Africa,No Director,David Attenborough,United Kingdom,2016-04-28,2013,TV-PG,1 Season,British TV Shows,"This five-part nature series chronicles fascinating stories of survival on the African continent, home to the most diverse animal life on the planet.",28,4,2016,0.0,1.0,12
80096782,Movie,American Honey,Andrea Arnold,Sasha Lane,United Kingdom,2019-04-27,2016,R,163 min,Dramas,"A teenage girl leaves her dull life in Oklahoma to join a raucous band of travelling magazine sellers on an alcohol-, drug- and sex-filled road trip.",27,4,2019,163.0,0.0,9
80174282,TV Show,Bobby Kennedy for President,Dawn Porter,Robert F. Kennedy,No Country,2018-04-27,2018,TV-MA,1 Season,Docuseries,"Historic footage and leading voices of the era examine the ""Bobby Phenomenon"" of the 1960s and the legacy of the man who helped redefine the country.",27,4,2018,0.0,1.0,7
80164864,Movie,Candy Jar,Ben Shelton,Christina Hendricks,United States,2018-04-27,2018,TV-14,93 min,Children & Family Movies,Dueling high school debate champs who are at odds on just about everything forge ahead with ambitious plans to get into the colleges of their dreams.,27,4,2018,93.0,0.0,7
80136793,TV Show,Dancing Angels,No Director,No Cast,No Country,2018-04-27,2016,TV-PG,1 Season,International TV Shows,"A group of aspiring young musicians yearn for stardom while navigating the ups and downs of friendship, romance, and life at school.",27,4,2018,0.0,1.0,9
80162993,Movie,Holy Goalie,Curro Velázquez,Karra Elejalde,Spain,2018-04-27,2017,TV-14,95 min,Comedies,A young priest coaches a team of uncoordinated monks in order to win a soccer tournament and save their monastery from being turned into a hotel.,27,4,2018,95.0,0.0,8
80136794,TV Show,Moving On,No Director,Irene Santiago,No Country,2018-04-27,2016,TV-14,1 Season,International TV Shows,"Family problems, relationship issues and professional challenges dog law graduate Melissa Chan following her return from London to Malaysia.",27,4,2018,0.0,1.0,9
80226927,TV Show,REA(L)OVE,No Director,Atsushi Tamura,Japan,2018-04-27,2018,TV-MA,1 Season,International TV Shows,"A group of men and women, each burdened with a dark secret, look for love in this dating show with a twist. Hosted by reformed playboy Atsushi Tamura.",27,4,2018,0.0,1.0,7
80184682,TV Show,The New Legends of Monkey,No Director,Chai Hansen,Australia,2018-04-27,2018,TV-PG,1 Season,Kids' TV,A valiant girl liberates the Monkey King – a god long trapped in stone – in a quest to find seven sacred scrolls and save the world from evil.,27,4,2018,0.0,1.0,7
80149821,Movie,The Rachel Divide,Laura Brownson,No Cast,United States,2018-04-27,2018,TV-MA,105 min,Documentaries,"Rachel Dolezal, her family and her critics reckon with the aftermath of a national debate sparked by questions about her racial identity.",27,4,2018,105.0,0.0,7
80183328,Movie,The Week Of,Robert Smigel,Adam Sandler,United States,2018-04-27,2018,TV-14,117 min,Comedies,Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.,27,4,2018,117.0,0.0,7
80136792,TV Show,Trio and a Bed,No Director,Annabelle Kong,No Country,2018-04-27,2016,TV-PG,1 Season,International TV Shows,"After graduation, three women from distinct backgrounds find themselves in the real world, facing the challenges of work, romance and unexpected fame.",27,4,2018,0.0,1.0,9
80136789,TV Show,海的儿子,No Director,Li Nanxing,No Country,2018-04-27,2016,TV-PG,1 Season,International TV Shows,"Two brothers start a new life in Singapore, where they run into a childhood friend who falls in love with the elder while attracting the younger.",27,4,2018,0.0,1.0,9
81035872,Movie,Amar's Hands,Khaled Youssef,Ghadah Abdulrazeq,Egypt,2019-04-26,2011,TV-14,125 min,Dramas,"To fulfill her husband’s dream to build a home, a widow sends her five children to earn money in Cairo, where their poverty tests them at every turn.",26,4,2019,125.0,0.0,14
81035865,Movie,An Hour and a Half,Wael Ehsan,Eyad Nassar,Egypt,2019-04-26,2012,TV-14,87 min,Dramas,"Based on the 2002 El Ayyat train accident, this drama begins 90 minutes before the explosion, following the lives of riders in the third-class cars.",26,4,2019,87.0,0.0,13
80210361,TV Show,Chambers,No Director,Sivan Alyra Rose,United States,2019-04-26,2019,TV-MA,1 Season,TV Horror,"Haunted by eerie visions and sinister impulses after a heart transplant, a teenager tries to unmask the truth behind her donor's mysterious death.",26,4,2019,0.0,1.0,6
70260989,Movie,Kon-Tiki,Joachim Rønning,Pål Sverre Hagen,United Kingdom,2019-04-26,2012,PG-13,96 min,Action & Adventure,"With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific.",26,4,2019,96.0,0.0,13
80992501,Movie,Loving is Losing,Fernando Ayllón,Ricardo Quevedo,Colombia,2019-04-26,2019,TV-MA,91 min,Comedies,"When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love.",26,4,2019,91.0,0.0,6
81076251,Movie,Money Trap,Yılmaz Erdoğan,Yılmaz Erdoğan,Turkey,2019-04-26,2019,TV-MA,122 min,Comedies,"When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world.",26,4,2019,122.0,0.0,6
81093925,Movie,Njan Prakashan,Sathyan Anthikad,Fahadh Faasil,India,2019-04-26,2018,TV-PG,125 min,Comedies,"Yearning for a lavish life abroad, an entitled, lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa.",26,4,2019,125.0,0.0,7
80191049,Movie,ReMastered: Devil at the Crossroads,Brian Oakes,No Cast,United States,2019-04-26,2019,TV-14,49 min,Documentaries,"Cloaked in mystery, bluesman Robert Johnson left his mark on American music. Now family, critics and famous fans look for the real man behind the music.",26,4,2019,49.0,0.0,6
70126573,Movie,Season of the Witch,Dominic Sena,Nicolas Cage,United States,2019-04-26,2011,PG-13,95 min,Action & Adventure,A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.,26,4,2019,95.0,0.0,14
80244996,TV Show,Street Food,No Director,No Cast,United States,2019-04-26,2019,TV-G,1 Season,Docuseries,Embark on a global cultural journey into street food and discover the stories of the people who create the flavorful dishes.,26,4,2019,0.0,1.0,6
70242568,Movie,The Sapphires,Wayne Blair,Chris O'Dowd,Australia,2019-04-26,2012,PG-13,99 min,Comedies,"Sisters Gail, Cynthia and Julie have talent, but their career takes off when promoter Dave convinces them to tour for U.S. troops in Vietnam.",26,4,2019,99.0,0.0,13
80217772,Movie,Enissa Amani: Ehrenwort,Max Amini,Enissa Amani,Germany,2018-04-26,2018,TV-MA,66 min,Stand-Up Comedy,"Live from Hamburg, Iranian-German comedian Enissa Amani shares her take on German engineering, tax deductions and online fan-mail etiquette.",26,4,2018,66.0,0.0,7
80164088,Movie,Kickboxer: Retaliation,Dimitri Logothetis,Alain Moussi,United States,2018-04-26,2017,TV-MA,110 min,Action & Adventure,"Sloan's vow to never return to Thailand is cut short when he's kidnapped and taken to a Thai prison, where he's forced to fight a 400-pound brute.",26,4,2018,110.0,0.0,8
80081278,Movie,The Daughter,Simon Stone,Geoffrey Rush,Australia,2017-04-26,2015,TV-MA,95 min,Dramas,"Having returned home for his cagey father's wedding, an estranged man gets to know his childhood friend's family and uncovers a devastating secret.",26,4,2017,95.0,0.0,10
81035869,Movie,A Mission in an Old Movie,Ahmad El-Badri,Edward,No Country,2019-04-25,2012,TV-MA,98 min,Comedies,A young man struggles with his overbearing mother while looking for romance and a way to kick-start his show business career.,25,4,2019,98.0,0.0,13
81066244,Movie,Aurora,Yam Laranas,Anne Curtis,Philippines,2019-04-25,2018,TV-14,98 min,Horror Movies,A fatal shipwreck spurs an islander innkeeper and her sister to recover the missing victims' bodies – until the dead come seeking shelter themselves.,25,4,2019,98.0,0.0,7
80991404,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,Jeremy Ray Taylor,United States,2019-04-25,2018,PG,90 min,Children & Family Movies,"Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life.",25,4,2019,90.0,0.0,7
81035873,Movie,Love Station,Ahmad Samir Farag,Menna Shalaby,Egypt,2019-04-25,2011,TV-14,97 min,Comedies,"Single coworkers at a radio station are brought together by mutual friends, but their starry-eyed notions about love may scuttle their romance.",25,4,2019,97.0,0.0,14
81035862,Movie,Omar and Salma 3,Mohamed Samy,Tamer Hosny,Egypt,2019-04-25,2012,TV-MA,97 min,Comedies,"In this second sequel of the trilogy, marital strife brews as Omar pursues a music career despite Salma’s wishes that he opt for a more stable job.",25,4,2019,97.0,0.0,13
81094665,Movie,Shattered Memories,Chris Sivertson,Elizabeth Bogush,United States,2019-04-25,2018,TV-14,86 min,Dramas,"When her former lover's mysteriously murdered, a woman must clear her name – and avoid the killer.",25,4,2019,86.0,0.0,7
81035878,Movie,The Consul's Son,Amr Arafa,Khaled Saleh,Egypt,2019-04-25,2011,TV-14,114 min,Comedies,A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse.,25,4,2019,114.0,0.0,14
80174683,TV Show,The Hateful Eight: Extended Version,Quentin Tarantino,Samuel L. Jackson,United States,2019-04-25,2015,R,1 Season,TV Shows,"Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.",25,4,2019,0.0,1.0,10
70103759,Movie,The Ugly Truth,Robert Luketic,Katherine Heigl,United States,2019-04-25,2009,R,96 min,Comedies,"A chauvinistic morning-show commentator tries to prove the relationship theories he espouses on a segment called ""The Ugly Truth.""",25,4,2019,96.0,0.0,16
80182411,Movie,Bill Nye: Science Guy,Jason Sussberg,Bill Nye,United States,2018-04-25,2017,TV-PG,97 min,Documentaries,"The dynamic, bow-tied host behind the young adult science show faces climate-change skeptics as he demonstrates the importance of scientific evidence.",25,4,2018,97.0,0.0,8
80205442,Movie,Fishtronaut: The Movie,Célia Catunda,Fábio Lucindo,Brazil,2018-04-25,2018,TV-Y,78 min,Children & Family Movies,"Fishtronaut, Marina and Zeek travel to the big city in search of Grandpa, only to find that everyone else has mysteriously vanished too.",25,4,2018,78.0,0.0,7
80226424,Movie,Psychokinesis,Sang-ho Yeon,Ryu Seung-ryong,South Korea,2018-04-25,2018,TV-MA,102 min,Action & Adventure,"Suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, who's at risk of losing everything she's lived for.",25,4,2018,102.0,0.0,7
80158042,Movie,Dear Zindagi,Gauri Shinde,Alia Bhatt,India,2017-04-25,2016,TV-PG,149 min,Comedies,A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.,25,4,2017,149.0,0.0,9
80117684,Movie,Shepherds and Butchers,Oliver Schmitz,Steve Coogan,South Africa,2017-04-25,2016,R,106 min,Dramas,"When a young prison guard commits murder in South Africa, an ardent lawyer aims to prove he was psychologically unbalanced by his role in executions.",25,4,2017,106.0,0.0,9
80106337,Movie,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,Felix Herngren,Robert Gustafsson,Sweden,2017-04-25,2016,TV-MA,108 min,Comedies,"In need of money, an eccentric ex-spy and his younger octogenarian partner embark on an international quest for a valuable Soviet soda formula.",25,4,2017,108.0,0.0,9
80133552,Movie,Vir Das: Abroad Understanding,Marcus Raboy,Vir Das,United States,2017-04-25,2017,TV-MA,66 min,Stand-Up Comedy,"Comedian Vir Das tackles nationalism, globalism, good food and bad politics in two cleverly crosscut performances in New York and New Delhi.",25,4,2017,66.0,0.0,8
80052683,Movie,Democrats,Camilla Nielsson,No Cast,Denmark,2016-04-25,2014,NR,99 min,Documentaries,"After Zimbabwe's disputed 2008 election results, political enemies are asked to write a new constitution and save their country from a bleak future.",25,4,2016,99.0,0.0,11
81077451,Movie,Fireflies,Sabal Singh Shekawat,Rahul Khanna,India,2019-04-24,2013,TV-MA,99 min,Dramas,"Grappling with love and loss in their respective lives, two estranged brothers must confront their traumatic, unresolved past when they cross paths.",24,4,2019,99.0,0.0,12
81014345,Movie,Furthest Witness,Adam Del Giudice,Aaron Stanford,United States,2019-04-24,2017,TV-MA,88 min,Dramas,"Kyle helps people disappear, but when a crazed killer starts hunting down his latest client, he has to decide what he's willing to do to keep her safe.",24,4,2019,88.0,0.0,8
80158976,Movie,Kevin James: Never Don't Give Up,Andy Fickman,Kevin James,United States,2018-04-24,2018,PG,62 min,Stand-Up Comedy,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more.",24,4,2018,62.0,0.0,7
80238655,Movie,The Magic Pill,Robert Tate,Pete Evans,United States,2018-04-24,2017,TV-PG,90 min,Documentaries,"Doctors, farmers, chefs and others weigh in on the controversial ketogenic diet and its potential to eradicate common illnesses.",24,4,2018,90.0,0.0,8
80986854,TV Show,I Think You Should Leave with Tim Robinson,No Director,Tim Robinson,United States,2019-04-23,2019,TV-MA,1 Season,TV Comedies,There is no such thing as an ordinary interaction in this offbeat sketch comedy series that features a deep roster of guest stars.,23,4,2019,0.0,1.0,6
80995078,Movie,Little Singham in London,Prakash Satam,No Cast,No Country,2019-04-22,2019,TV-Y7,66 min,Children & Family Movies,"Little Singham is in London to meet the queen, but when the famed Kohinoor Diamond gets stolen, the kid cop goes on a wild, citywide hunt for the thief.",22,4,2019,66.0,0.0,6
80170611,TV Show,Fangbone,No Director,Taylor Abrahamse,Canada,2017-04-22,2016,TV-Y7,1 Season,Kids' TV,"Magically transported from far-off Skullbania, a young barbarian teams up with an odd third-grader to protect his homeland from an evil sorcerer.",22,4,2017,0.0,1.0,9
80003150,Movie,Secrets of Althorp - The Spencers,Kasia Uscinska,Samuel West,United States,2017-04-22,2013,TV-PG,54 min,Documentaries,"Princess Diana's brother, Charles, the ninth Earl Spencer, leads a tour of Althorp House, the manor the Spencer family has called home for 500 years.",22,4,2017,54.0,0.0,12
70296578,Movie,Secrets of Scotland Yard,Susannah Ward,Samuel West,United Kingdom,2017-04-22,2013,TV-14,55 min,Documentaries,"Revisit famous cases and explore the history of Scotland Yard, one of the world's oldest detective forces and a name synonymous with crime solving.",22,4,2017,55.0,0.0,12
70296574,Movie,Secrets of Selfridges,Sam Taplin,Samuel West,United States,2017-04-22,2014,TV-PG,55 min,Documentaries,American Harry Gordon Selfridge introduced Londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure.,22,4,2017,55.0,0.0,11
70309257,Movie,Secrets of Underground London,Vicky Matthews,Samuel West,United Kingdom,2017-04-22,2014,TV-PG,55 min,Documentaries,"Experts examine the ruins and relics hidden beneath London's surface, unearthing a Roman amphitheater, plague pits, air raid shelters and more.",22,4,2017,55.0,0.0,11
80012520,Movie,Secrets of Westminster,Louise Wardle,Samuel West,United States,2017-04-22,2014,TV-PG,55 min,Documentaries,"Take an insider's tour of Parliament, Big Ben and Westminster Abbey to discover the little-known history and pageantry of these famous buildings.",22,4,2017,55.0,0.0,11
80061161,Movie,Catching the Sun,Shalini Kantayya,No Cast,China,2016-04-22,2015,TV-14,74 min,Documentaries,This documentary explores the worldwide economics of the burgeoning solar energy industry and its impact on hopeful job seekers in the United States.,22,4,2016,74.0,0.0,10
80082862,Movie,Patton Oswalt: Talking for Clapping,No Director,Patton Oswalt,United States,2016-04-22,2016,TV-MA,66 min,Stand-Up Comedy,"On stage in San Francisco, the comedian covers topics like old people getting drugs, his worst stand-up set, gay proms and a horrible birthday clown.",22,4,2016,66.0,0.0,9
70225722,TV Show,Life,No Director,David Attenborough,United Kingdom,2015-04-22,2009,TV-PG,1 Season,British TV Shows,Discover the glorious variety of life on Earth and the spectacular and extraordinary tactics animals and plants have developed to stay alive.,22,4,2015,0.0,1.0,16
70266023,TV Show,Life on Location,No Director,David Attenborough,United States,2015-04-22,2009,TV-G,1 Season,British TV Shows,"Members of the BBC's ""Life"" production crew go behind the scenes to explain just what it took to capture key sequences of the program.",22,4,2015,0.0,1.0,16
80045629,TV Show,Nature's Great Events: Diaries,No Director,David Attenborough,United States,2015-04-22,2009,TV-PG,1 Season,British TV Shows,Look behind the scenes of this wildlife documentary series that examines how animals around the world adapt to chaotic natural phenomena.,22,4,2015,0.0,1.0,16
70219642,TV Show,Planet Earth: The Complete Collection,Alastair Fothergill,David Attenborough,United Kingdom,2015-04-22,2006,TV-PG,1 Season,British TV Shows,This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.,22,4,2015,0.0,1.0,19
81030755,Movie,The Last Resort,Dennis Scholl,No Cast,United States,2019-04-21,2018,TV-14,70 min,Documentaries,"In the waning days of the 70s, two young photographers document the Jewish retirees who dominated the sunny shores of South Beach.",21,4,2019,70.0,0.0,7
80115671,TV Show,Girlboss,No Director,Britt Robertson,United States,2017-04-21,2017,TV-MA,1 Season,TV Comedies,"Rebellious and broke, Sophia stumbles into creating an online business and learns how to be the boss. A comedy inspired by the best-selling memoir.",21,4,2017,0.0,1.0,8
80115676,TV Show,Hot Girls Wanted: Turned On,Jill Bauer,No Cast,United States,2017-04-21,2017,TV-MA,1 Season,Docuseries,"Personal stories reveal how the intersection of sex, technology and intimate relationships is rewiring us in fundamental ways.",21,4,2017,0.0,1.0,8
80118916,Movie,Sand Castle,Fernando Coimbra,Nicholas Hoult,United States,2017-04-21,2017,TV-MA,113 min,Action & Adventure,"After the invasion of Iraq in 2003, a reluctant soldier's platoon is dispatched on a dangerous mission to repair a hostile village's water system.",21,4,2017,113.0,0.0,8
80146759,Movie,Tramps,Adam Leon,Callum Turner,United States,2017-04-21,2017,TV-MA,83 min,Independent Movies,"Pulled into a shady briefcase swap for different reasons, young strangers Danny and Ellie spend an eventful night together when the deal goes wrong.",21,4,2017,83.0,0.0,8
81073387,Movie,A Fortunate Man,Bille August,Esben Smed,Denmark,2019-04-20,2018,TV-14,168 min,Dramas,"A gifted engineer flees his austere roots to pursue wealth and success among Copenhagen's elite, but the pride propelling him threatens to be his ruin.",20,4,2019,168.0,0.0,7
80213712,Movie,Grass Is Greener,Fab Five Freddie,No Cast,No Country,2019-04-20,2019,TV-MA,98 min,Documentaries,It lit up jazz and hip-hop – and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed.,20,4,2019,98.0,0.0,6
80207606,Movie,Paper Year,Rebecca Addelman,Hamish Linklater,Canada,2019-04-20,2018,TV-MA,89 min,Dramas,"A young newlywed tries to keep her relationship afloat after developing feelings for her older, TV writer boss.",20,4,2019,89.0,0.0,7
80239640,TV Show,A Love So Beautiful,No Director,Hu Yitian,No Country,2018-04-20,2017,TV-14,1 Season,International TV Shows,"The ups and downs of school, family and growing up test the affection between a budding artist and her handsome but indifferent classmate and neighbor.",20,4,2018,0.0,1.0,8
